경기날짜,팀1 이름,팀2 이름,팀1 점수,팀2 점수,팀1 투수,팀2 투수
20180414,두산,넥센,6,7,장원준,신재영
20180414,NC,SK,0,7,구창모,켈리
20180414,KT,LG,0,8,고영표,소사
20180415,삼성,한화,4,7,아델만,김재영
20180415,두산,넥센,3,2,후랭코프,한현희
20180415,NC,SK,2,3,이재학,김광현
20180415,KT,LG,8,11,금민철,임찬규
20180417,삼성,롯데,11,6,보니야,레일리
20180417,SK,KT,9,5,박종훈,니퍼트
20180417,NC,넥센,3,2,이민호,오주원
20180417,LG,KIA,4,5,진해수,김세현
20180417,한화,두산,5,2,윤규진,유희관
20180418,삼성,롯데,7,9,한기주,조무근
20180418,SK,KT,8,3,문승원,박세진
20180418,NC,넥센,1,0,정수민,최원태
20180418,LG,KIA,3,4,김지용,김윤동
20180418,한화,두산,4,5,송은범,이현승
20180419,삼성,롯데,6,0,김대우,듀브론트
20180419,SK,KT,6,5,정영일,엄상백
20180419,NC,넥센,3,6,베렛,브리검
20180419,LG,KIA,4,8,차우찬,양현종
20180419,한화,두산,2,5,휠러,린드블럼
20180420,넥센,한화,6,1,신재영,배영수
20180420,SK,롯데,5,10,켈리,진명호
20180420,LG,NC,9,4,소사,구창모
20180420,KT,삼성,5,4,고영표,윤성환
20180420,KIA,두산,4,6,한승혁,장원준
20180421,넥센,한화,4,3,이보근,송은범
20180421,SK,롯데,3,4,서진용,구승민
20180421,LG,NC,6,3,임찬규,이재학
20180421,KT,삼성,1,4,금민철,아델만
20180421,KIA,두산,5,10,임기영,후랭코프
20180422,넥센,한화,10,1,로저스,윤규진
20180422,SK,롯데,10,4,박종훈,레일리
20180422,LG,NC,5,4,김지용,배재환
20180422,KT,삼성,6,4,심재민,최충연
20180422,KIA,두산,14,4,팻딘,유희관
20180424,넥센,LG,2,8,최원태,이동현
20180424,두산,SK,10,9,박치국,서진용
20180424,NC,삼성,2,7,정수민,백정현
20180424,롯데,KT,14,8,김원중,박세진
20180425,넥센,LG,1,2,브리검,차우찬
20180425,두산,SK,6,7,박치국,김태훈
20180425,NC,삼성,9,2,베렛,김대우
20180425,롯데,KT,5,4,박진형,심재민
20180425,한화,KIA,3,2,정우람,김세현
20180426,넥센,LG,1,11,신재영,소사
20180426,두산,SK,4,5,장원준,켈리
20180426,NC,삼성,5,2,김건태,윤성환
20180426,롯데,KT,2,5,윤성빈,고영표
20180426,한화,KIA,3,1,박상원,양현종
20180427,삼성,LG,2,9,아델만,임찬규
20180427,SK,넥센,8,3,김광현,한현희
20180427,두산,NC,6,2,후랭코프,이재학
20180427,KIA,KT,8,3,한승혁,엄상백
20180427,한화,롯데,3,5,송은범,박진형
20180428,삼성,LG,4,6,보니야,김대현
20180428,SK,넥센,6,4,김주한,조상우
20180428,두산,NC,1,5,유희관,왕웨이중
20180428,KIA,KT,2,9,팻딘,주권
20180428,한화,롯데,4,2,김재영,레일리
20180429,삼성,LG,8,7,심창민,김지용
20180429,SK,넥센,5,8,문승원,이보근
20180429,두산,NC,7,1,이영하,정수민
20180429,KIA,KT,3,5,임기영,니퍼트
20180429,한화,롯데,3,4,장민재,진명호
20180501,넥센,NC,13,4,김동준,김진성
20180501,SK,삼성,12,3,산체스,김대우
20180501,LG,한화,5,6,차우찬,샘슨
20180501,KT,두산,2,4,피어밴드,린드블럼
20180501,KIA,롯데,0,4,헥터,듀브론트
20180502,넥센,NC,8,13,김선기,구창모
20180502,SK,삼성,7,4,켈리,윤성환
20180502,LG,한화,3,4,정찬헌,이태양
20180502,KIA,롯데,12,6,양현종,구승민
20180503,넥센,NC,13,9,한현희,유원상
20180503,SK,삼성,4,8,김태훈,아델만
20180503,LG,한화,3,7,임찬규,안영명
20180503,KT,두산,3,2,김재윤,함덕주
20180503,KIA,롯데,4,5,김세현,진명호
20180504,넥센,KT,11,1,로저스,주권
20180504,두산,LG,11,8,이영하,김지용
20180504,NC,KIA,6,5,최성영,김세현
20180504,롯데,SK,4,5,노경은,서진용
20180504,한화,삼성,9,6,박주홍,장필준
20180505,넥센,KT,10,1,최원태,니퍼트
20180505,두산,LG,3,0,장원준,윌슨
20180505,NC,KIA,4,12,김건태,임기영
20180505,롯데,SK,8,1,오현택,백인식
20180505,한화,삼성,3,8,김민우,장원삼
20180506,두산,LG,13,5,린드블럼,차우찬
20180506,NC,KIA,3,11,베렛,헥터
20180508,삼성,KT,9,4,윤성환,고영표
20180508,SK,NC,0,9,켈리,최성영
20180508,두산,KIA,0,10,현도훈,양현종
20180508,롯데,LG,4,2,듀브론트,소사
20180508,한화,넥센,10,9,장민재,조상우
20180509,삼성,KT,5,4,심창민,이종혁
20180509,SK,NC,6,5,김태훈,이재학
20180509,두산,KIA,13,7,후랭코프,한승혁
20180509,롯데,LG,2,3,윤성빈,임찬규
20180509,한화,넥센,4,1,휠러,신재영
20180510,삼성,KT,4,5,김승현,김재윤
20180510,SK,NC,6,2,박종훈,정수민
20180510,두산,KIA,5,6,곽빈,이민우
20180510,롯데,LG,7,2,레일리,김대현
20180510,한화,넥센,3,1,김재영,로저스
20180511,넥센,두산,10,5,한현희,장원준
20180511,NC,한화,4,2,배재환,박주홍
20180511,LG,SK,14,9,진해수,백인식
20180511,KT,롯데,2,6,니퍼트,노경은
20180511,KIA,삼성,3,8,임기영,장원삼
20180513,넥센,두산,2,1,최원태,린드블럼
20180513,NC,한화,0,4,베렛,샘슨
20180513,LG,SK,0,10,소사,김광현
20180513,KT,롯데,1,3,고영표,김원중
20180513,KIA,삼성,8,7,김윤동,최충연
20180515,SK,두산,4,6,박정배,함덕주
20180515,롯데,NC,5,3,손승락,최금강
20180515,LG,삼성,2,4,김지용,심창민
20180515,KT,한화,3,0,금민철,휠러
20180515,KIA,넥센,2,1,양현종,이보근
20180516,SK,두산,3,5,산체스,이영하
20180516,LG,삼성,8,7,정찬헌,장필준
20180516,KT,한화,4,5,심재민,장민재
20180516,KIA,넥센,7,8,김윤동,조상우
20180517,롯데,NC,7,0,레일리,구창모
20180517,LG,삼성,8,5,윌슨,백정현
20180517,KT,한화,3,5,니퍼트,김민우
20180517,KIA,넥센,2,8,팻딘,로저스
20180518,삼성,넥센,5,0,보니야,한현희
20180518,SK,KIA,1,5,박종훈,임기영
20180518,두산,롯데,7,1,이용찬,노경은
20180518,NC,KT,6,1,왕웨이중,박세진
20180518,한화,LG,4,3,송은범,정찬헌
20180519,삼성,넥센,3,6,한기주,최원태
20180519,SK,KIA,1,2,김광현,헥터
20180519,두산,롯데,2,15,장원준,김원중
20180519,NC,KT,2,3,배재환,김재윤
20180519,한화,LG,2,1,샘슨,소사
20180520,삼성,넥센,4,3,권오준,김상수
20180520,SK,KIA,3,8,켈리,양현종
20180520,두산,롯데,7,6,함덕주,윤길현
20180520,NC,KT,3,18,이재학,금민철
20180520,한화,LG,2,6,휠러,차우찬
20180522,넥센,SK,10,4,신재영,산체스
20180522,두산,한화,7,8,김정후,정우람
20180522,NC,LG,1,6,구창모,임찬규
20180522,롯데,삼성,4,10,오현택,김승현
20180522,KT,KIA,5,8,주권,한승혁
20180523,넥센,SK,2,13,로저스,박종훈
20180523,두산,한화,3,5,김승회,장민재
20180523,NC,LG,2,12,정수민,윌슨
20180523,롯데,삼성,4,6,레일리,장원삼
20180523,KT,KIA,9,8,고창성,임창용
20180524,넥센,SK,1,3,한현희,문승원
20180524,두산,한화,7,1,이용찬,배영수
20180524,NC,LG,0,4,왕웨이중,소사
20180524,롯데,삼성,2,9,노경은,보니야
20180524,KT,KIA,13,1,고영표,임기영
20180525,삼성,두산,6,1,백정현,유희관
20180525,롯데,넥센,2,13,김원중,최원태
20180525,LG,KT,7,13,김대현,김사율
20180525,KIA,NC,14,2,헥터,최성영
20180525,한화,SK,1,5,샘슨,김광현
20180526,삼성,두산,1,6,아델만,린드블럼
20180526,롯데,넥센,2,3,윤성빈,브리검
20180526,LG,KT,5,0,차우찬,금민철
20180526,KIA,NC,0,5,양현종,이재학
20180526,한화,SK,2,7,휠러,켈리
20180527,삼성,두산,2,8,윤성환,후랭코프
20180527,롯데,넥센,6,4,듀브론트,신재영
20180527,LG,KT,7,8,진해수,심재민
20180527,KIA,NC,12,1,한승혁,구창모
20180527,한화,SK,7,5,안영명,신재웅
20180529,넥센,KIA,12,8,로저스,팻딘
20180529,NC,한화,2,7,노성호,김민우
20180529,LG,롯데,5,3,김지용,손승락
20180529,KT,삼성,14,4,니퍼트,장원삼
20180530,넥센,KIA,6,1,한현희,임기영
20180530,SK,두산,3,11,문승원,이용찬
20180530,NC,한화,4,10,왕웨이중,배영수
20180530,LG,롯데,15,5,소사,노경은
20180530,KT,삼성,3,4,고영표,심창민
20180531,넥센,KIA,0,5,최원태,헥터
20180531,SK,두산,4,6,신재웅,곽빈
20180531,NC,한화,5,4,장현식,샘슨
20180531,LG,롯데,11,10,김영준,손승락
20180531,KT,삼성,0,6,피어밴드,아델만
20180601,넥센,LG,1,3,브리검,차우찬
20180601,삼성,NC,5,3,백정현,이재학
20180601,두산,KIA,5,3,곽빈,양현종
20180601,KT,SK,1,8,금민철,켈리
20180601,한화,롯데,13,6,이태양,진명호
20180602,넥센,LG,6,10,안우진,임찬규
20180602,삼성,NC,6,4,최채흥,구창모
20180602,두산,KIA,10,0,후랭코프,윤석민
20180602,KT,SK,1,6,주권,산체스
20180602,한화,롯데,3,2,서균,윤길현
20180603,넥센,LG,0,8,로저스,윌슨
20180603,삼성,NC,8,7,한기주,원종현
20180603,두산,KIA,11,12,박치국,임창용
20180603,KT,SK,6,3,니퍼트,박종훈
20180603,한화,롯데,0,6,김민우,레일리
20180605,삼성,SK,2,6,보니야,문승원
20180605,두산,넥센,6,13,이용찬,한현희
20180605,롯데,NC,12,6,노경은,왕웨이중
20180605,KIA,KT,11,2,한승혁,고영표
20180605,한화,LG,3,7,배영수,소사
20180606,두산,넥센,7,3,유희관,최원태
20180606,KIA,KT,5,2,헥터,엄상백
20180606,한화,LG,5,1,샘슨,손주영
20180606,삼성,SK,2,7,아델만,김광현
20180606,롯데,NC,10,5,김원중,최성영
20180607,삼성,SK,6,2,장필준,켈리
20180607,두산,넥센,3,0,린드블럼,브리검
20180607,롯데,NC,4,5,진명호,장현식
20180607,KIA,KT,2,1,양현종,금민철
20180607,한화,LG,5,6,안영명,진해수
20180608,넥센,KT,11,5,양현,심재민
20180608,SK,한화,5,7,산체스,김재영
20180608,NC,두산,1,6,이재학,후랭코프
20180608,LG,삼성,9,5,임찬규,최채흥
20180608,KIA,롯데,6,9,윤석민,듀브론트
20180609,넥센,KT,2,5,안우진,니퍼트
20180609,SK,한화,4,2,서진용,안영명
20180609,NC,두산,0,3,원종현,함덕주
20180609,LG,삼성,6,0,윌슨,최충연
20180609,KIA,롯데,7,5,임기영,박세웅
20180610,넥센,KT,6,1,한현희,고영표
20180610,SK,한화,3,4,이승진,정우람
20180610,NC,두산,3,6,이민호,김승회
20180610,LG,삼성,3,12,소사,보니야
20180612,삼성,롯데,4,2,아델만,노경은
20180612,SK,KIA,0,4,김태훈,임기영
20180612,LG,NC,4,8,손주영,장현식
20180612,KT,두산,2,3,심재민,함덕주
20180612,한화,넥센,6,2,김범수,이보근
20180613,삼성,롯데,9,10,최충연,장시환
20180613,SK,KIA,5,4,켈리,양현종
20180613,LG,NC,3,6,차우찬,베렛
20180613,KT,두산,4,6,이종혁,김강률
20180613,한화,넥센,2,4,휠러,브리검
20180614,삼성,롯데,11,9,박근홍,오현택
20180614,SK,KIA,9,2,산체스,윤석민
20180614,LG,NC,7,11,임찬규,배재환
20180614,KT,두산,8,9,주권,김강률
20180614,한화,넥센,9,8,김재영,김정인
20180615,삼성,넥센,2,9,한기주,김동준
20180615,두산,한화,13,4,후랭코프,김민우
20180615,롯데,SK,14,6,송승준,박종훈
20180615,KT,NC,4,5,이종혁,민태호
20180615,KIA,LG,3,4,김윤동,정찬헌
20180616,삼성,넥센,1,9,보니야,한현희
20180616,두산,한화,8,3,이용찬,윤규진
20180616,롯데,SK,9,3,레일리,문승원
20180616,KT,NC,1,5,고영표,왕웨이중
20180616,KIA,LG,3,4,김윤동,김지용
20180617,삼성,넥센,8,12,아델만,최원태
20180617,두산,한화,6,11,유희관,샘슨
20180617,롯데,SK,13,7,노경은,이원준
20180617,KT,NC,5,4,김재윤,배재환
20180617,KIA,LG,6,9,헥터,고우석
20180619,넥센,두산,6,5,김상수,함덕주
20180619,SK,삼성,6,6,,
20180619,롯데,KT,9,7,송승준,주권
20180619,LG,한화,4,0,차우찬,휠러
20180620,넥센,두산,8,5,이보근,장원준
20180620,SK,삼성,4,6,김태훈,장필준
20180620,NC,KIA,5,6,장현식,유승철
20180620,롯데,KT,11,4,듀브론트,박세진
20180620,LG,한화,7,11,임찬규,김재영
20180621,넥센,두산,3,9,김동준,후랭코프
20180621,SK,삼성,5,1,박종훈,백정현
20180621,NC,KIA,7,4,이형범,팻딘
20180621,롯데,KT,5,5,,
20180621,LG,한화,6,9,김지용,정우람
20180622,SK,KT,13,9,채병용,주권
20180622,두산,삼성,14,16,이용찬,박근홍
20180622,롯데,LG,1,2,레일리,소사
20180622,KIA,넥센,8,5,헥터,한현희
20180622,한화,NC,5,0,윤규진,구창모
20180623,SK,KT,7,4,김태훈,피어밴드
20180623,두산,삼성,11,4,김강률,장필준
20180623,롯데,LG,8,18,고효준,김영준
20180623,KIA,넥센,4,9,임기영,최원태
20180623,한화,NC,8,1,샘슨,왕웨이중
20180624,SK,KT,0,4,켈리,금민철
20180624,두산,삼성,12,7,린드블럼,윤성환
20180624,롯데,LG,2,2,,
20180624,KIA,넥센,14,10,임기준,오주원
20180624,한화,NC,5,3,김범수,원종현
20180626,넥센,롯데,9,3,신재영,윤성빈
20180626,삼성,한화,13,2,양창섭,김재영
20180626,두산,NC,4,5,박치국,김진성
20180627,넥센,롯데,8,9,안우진,고효준
20180627,삼성,한화,0,4,백정현,김민우
20180627,두산,NC,6,3,후랭코프,구창모
20180627,KT,LG,2,7,김사율,윌슨
20180627,KIA,SK,2,3,양현종,박정배
20180628,넥센,롯데,6,8,오주원,구승민
20180628,삼성,한화,3,8,보니야,장민재
20180628,두산,NC,9,0,이용찬,노성호
20180629,넥센,삼성,8,7,최원태,아델만
20180629,NC,KT,3,7,왕웨이중,니퍼트
20180629,롯데,한화,2,5,고효준,샘슨
20180629,LG,SK,1,10,소사,박종훈
20180629,KIA,두산,7,4,임기준,박치국
20180630,NC,KT,0,1,이재학,고영표
20180630,롯데,한화,5,6,손승락,박상원
20180630,LG,SK,3,6,임찬규,신재웅
20180630,KIA,두산,2,12,팻딘,린드블럼
20180701,넥센,삼성,3,1,브리검,윤성환
20180703,SK,넥센,9,3,문승원,해커
20180703,NC,LG,13,6,이민호,고우석
20180703,한화,KIA,2,9,김민우,양현종
20180704,삼성,KT,5,6,백정현,피어밴드
20180704,SK,넥센,6,7,남윤성,윤영삼
20180704,두산,롯데,7,4,후랭코프,레일리
20180704,NC,LG,3,13,구창모,임찬규
20180704,한화,KIA,4,6,김범수,김윤동
20180705,삼성,KT,2,2,,
20180705,SK,넥센,2,3,김광현,최원태
20180705,두산,롯데,9,2,이용찬,듀브론트
20180705,NC,LG,5,3,강윤구,김지용
20180705,한화,KIA,8,2,샘슨,헥터
20180706,삼성,두산,6,13,양창섭,유희관
20180706,NC,넥센,2,6,이재학,신재영
20180706,LG,KIA,4,13,차우찬,임기영
20180706,KT,롯데,9,11,주권,고효준
20180706,한화,SK,0,6,휠러,박종훈
20180707,삼성,두산,3,8,최충연,린드블럼
20180707,NC,넥센,4,6,장현식,브리검
20180707,LG,KIA,13,10,김지용,김세현
20180707,KT,롯데,9,1,고영표,박세웅
20180707,한화,SK,4,5,서균,박희수
20180708,삼성,두산,11,1,윤성환,장원준
20180708,NC,넥센,2,1,강윤구,이승호
20180708,LG,KIA,8,1,윌슨,양현종
20180708,KT,롯데,5,10,이종혁,오현택
20180708,한화,SK,5,2,김민우,문승원
20180710,넥센,한화,1,4,이보근,안영명
20180710,SK,LG,10,3,산체스,임지섭
20180710,두산,KT,1,9,후랭코프,피어밴드
20180710,롯데,삼성,3,6,레일리,최충연
20180710,KIA,NC,6,8,한승혁,강윤구
20180711,넥센,한화,22,8,최원태,샘슨
20180711,SK,LG,1,3,김광현,소사
20180711,두산,KT,6,0,이용찬,니퍼트
20180711,롯데,삼성,2,4,듀브론트,보니야
20180711,KIA,NC,1,5,헥터,왕웨이중
20180712,넥센,한화,1,4,신재영,휠러
20180712,SK,LG,7,4,김태훈,차우찬
20180712,두산,KT,4,11,유희관,금민철
20180712,롯데,삼성,4,8,김원중,이승현
20180712,KIA,NC,3,4,임기영,이재학
20180714,나눔,드림,10,6,김윤동,박치국
20180717,삼성,KIA,3,6,장필준,임창용
20180717,NC,SK,4,10,베렛,김태훈
20180717,롯데,두산,12,6,레일리,후랭코프
20180717,LG,넥센,9,3,윌슨,해커
20180717,한화,KT,8,1,샘슨,피어밴드
20180718,삼성,KIA,7,1,양창섭,헥터
20180718,NC,SK,4,3,김진성,박종훈
20180718,롯데,두산,4,5,이명우,린드블럼
20180718,LG,넥센,8,7,이동현,김상수
20180718,한화,KT,2,4,정우람,고창성
20180719,삼성,KIA,6,2,백정현,임기영
20180719,NC,SK,0,3,왕웨이중,산체스
20180719,롯데,두산,1,7,김원중,유희관
20180719,LG,넥센,8,3,임찬규,최원태
20180719,한화,KT,7,8,김재영,윤근영
20180720,넥센,NC,8,10,오주원,이민호
20180720,SK,롯데,6,2,켈리,박세웅
20180720,두산,LG,5,4,이영하,신정락
20180720,KT,KIA,4,6,금민철,팻딘
20180720,한화,삼성,1,0,김민우,아델만
20180721,넥센,NC,6,3,신재영,이형범
20180721,SK,롯데,4,3,김광현,송승준
20180721,두산,LG,17,10,홍상삼,신정락
20180721,KT,KIA,2,8,김사율,한승혁
20180721,한화,삼성,3,4,이태양,심창민
20180722,넥센,NC,6,3,해커,강윤구
20180722,SK,롯데,4,12,문승원,레일리
20180722,두산,LG,6,1,후랭코프,윌슨
20180722,KT,KIA,6,5,피어밴드,문경찬
20180722,한화,삼성,4,5,정우람,장필준
20180724,삼성,LG,11,1,양창섭,차우찬
20180724,두산,SK,1,3,김승회,김태훈
20180724,NC,롯데,3,2,이민호,진명호
20180724,KT,넥센,9,6,홍성용,김동준
20180724,KIA,한화,0,5,헥터,헤일
20180725,삼성,LG,1,0,아델만,임찬규
20180725,두산,SK,5,11,유희관,채병용
20180725,NC,롯데,9,6,유원상,김원중
20180725,KT,넥센,3,7,고영표,최원태
20180725,KIA,한화,11,3,팻딘,윤규진
20180726,삼성,LG,5,7,심창민,정찬헌
20180726,두산,SK,3,8,이용찬,켈리
20180726,NC,롯데,1,13,구창모,박세웅
20180726,KT,넥센,7,4,금민철,한현희
20180726,KIA,한화,3,6,임창용,샘슨
20180727,SK,NC,0,1,박희수,강윤구
20180727,롯데,넥센,9,2,송승준,신재영
20180727,LG,KT,7,9,김대현,김민
20180727,KIA,삼성,10,11,문경찬,우규민
20180727,한화,두산,16,7,박상원,이영하
20180728,SK,NC,7,3,문승원,베렛
20180728,롯데,넥센,11,7,구승민,오주원
20180728,LG,KT,10,11,고우석,엄상백
20180728,KIA,삼성,2,3,양현종,보니야
20180728,한화,두산,6,13,김민우,후랭코프
20180729,SK,NC,3,4,채병용,강윤구
20180729,롯데,넥센,4,3,듀브론트,브리검
20180729,LG,KT,7,4,고우석,김재윤
20180729,KIA,삼성,1,13,팻딘,양창섭
20180729,한화,두산,1,3,김범수,린드블럼
20180731,넥센,SK,3,1,최원태,산체스
20180731,NC,삼성,4,4,,
20180731,롯데,KIA,1,4,김원중,임기영
20180731,LG,두산,2,6,임찬규,유희관
20180731,KT,한화,5,4,정성곤,이태양
20180801,넥센,SK,8,14,한현희,켈리
20180801,NC,삼성,9,5,구창모,백정현
20180801,롯데,KIA,1,8,박세웅,임창용
20180801,LG,두산,8,14,고우석,김승회
20180801,KT,한화,3,4,금민철,샘슨
20180802,넥센,SK,4,3,오주원,윤희상
20180802,NC,삼성,2,3,베렛,윤성환
20180802,롯데,KIA,9,6,레일리,황인준
20180802,LG,두산,5,6,김대현,이영하
20180802,KT,한화,3,5,김재윤,안영명
20180804,넥센,KT,3,1,이보근,엄상백
20180804,삼성,롯데,4,5,우규민,진명호
20180804,SK,LG,9,2,문승원,차우찬
20180804,두산,KIA,5,13,박성모,양현종
20180804,NC,한화,7,5,이재학,김민우
20180805,넥센,KT,20,2,브리검,박세진
20180805,삼성,롯데,8,2,아델만,송승준
20180805,SK,LG,12,3,박종훈,임찬규
20180805,두산,KIA,3,6,린드블럼,김윤동
20180805,NC,한화,10,8,원종현,정우람
20180807,삼성,SK,10,8,정인욱,산체스
20180807,LG,롯데,3,4,소사,김원중
20180807,KT,NC,12,10,주권,이민호
20180807,KIA,넥센,1,9,헥터,이승호
20180807,한화,두산,4,6,샘슨,유희관
20180808,삼성,SK,0,12,양창섭,켈리
20180808,LG,롯데,1,2,김대현,레일리
20180808,KT,NC,3,7,금민철,베렛
20180808,KIA,넥센,6,7,윤석민,오주원
20180808,한화,두산,8,2,안영명,후랭코프
20180809,넥센,한화,16,5,신재영,김범수
20180809,삼성,LG,9,6,장필준,신정락
20180809,SK,NC,3,6,김광현,구창모
20180809,두산,KT,4,2,이용찬,니퍼트
20180809,롯데,KIA,11,4,노경은,임창용
20180810,넥센,한화,9,4,해커,박상원
20180810,삼성,LG,10,12,권오준,최동환
20180810,SK,NC,12,8,윤희상,유원상
20180810,두산,KT,1,7,이영하,피어밴드
20180811,NC,삼성,7,1,이재학,아델만
20180811,롯데,두산,2,5,듀브론트,린드블럼
20180811,LG,넥센,8,13,문광은,브리검
20180811,KT,한화,3,5,심재민,이태양
20180811,KIA,SK,18,4,양현종,박종훈
20180812,NC,삼성,2,9,김건태,백정현
20180812,롯데,두산,12,11,구승민,유희관
20180812,LG,넥센,3,11,소사,한현희
20180812,KT,한화,4,5,김재윤,이태양
20180812,KIA,SK,21,8,헥터,산체스
20180814,넥센,삼성,11,10,오주원,심창민
20180814,SK,두산,3,6,켈리,후랭코프
20180814,NC,KT,0,10,베렛,금민철
20180814,LG,KIA,8,14,김대현,임기영
20180814,한화,롯데,4,9,윤규진,레일리
20180815,넥센,삼성,3,2,해커,보니야
20180815,SK,두산,12,2,김광현,윤수호
20180815,NC,KT,13,9,원종현,니퍼트
20180815,LG,KIA,13,4,배재준,임창용
20180816,넥센,두산,2,8,브리검,이영하
20180816,NC,KT,3,5,이재학,피어밴드
20180816,LG,SK,14,3,차우찬,박종훈
20180816,KIA,롯데,6,8,양현종,노경은
20180816,한화,삼성,2,5,헤일,아델만
20180904,넥센,SK,7,3,해커,켈리
20180904,삼성,NC,5,3,우규민,이민호
20180904,롯데,한화,4,6,레일리,샘슨
20180904,LG,KT,3,4,고우석,김재윤
20180904,KIA,두산,10,5,이민우,김승회
20180905,넥센,SK,11,12,이보근,신재웅
20180905,삼성,NC,5,3,윤성환,이재학
20180905,롯데,한화,5,11,듀브론트,안영명
20180905,LG,KT,4,3,신정락,김재윤
20180905,KIA,두산,1,14,팻딘,유희관
20180906,넥센,KIA,2,7,이승호,김윤동
20180906,SK,롯데,0,10,문승원,노경은
20180906,두산,삼성,6,2,후랭코프,아델만
20180906,NC,LG,3,6,왕웨이중,윌슨
20180906,한화,KT,9,2,헤일,금민철
20180907,넥센,KIA,5,7,하영민,임기영
20180907,SK,롯데,3,0,박종훈,김원중
20180907,두산,삼성,7,2,이용찬,보니야
20180907,NC,LG,11,1,구창모,임찬규
20180907,한화,KT,4,12,김민우,김민
20180908,삼성,KIA,4,12,양창섭,양현종
20180908,두산,SK,3,0,이영하,김광현
20180908,롯데,NC,1,7,송승준,김건태
20180908,KT,넥센,12,6,김태오,신재영
20180908,한화,LG,1,5,김성훈,소사
20180909,삼성,KIA,6,5,권오준,헥터
20180909,두산,SK,2,14,린드블럼,켈리
20180909,롯데,NC,3,11,레일리,베렛
20180909,KT,넥센,4,6,엄상백,해커
20180909,한화,LG,5,8,샘슨,차우찬
20180911,넥센,LG,3,1,브리검,김대현
20180911,두산,롯데,17,4,유희관,듀브론트
20180911,KT,SK,3,4,주권,정영일
20180911,KIA,NC,7,10,김윤동,강윤구
20180911,한화,삼성,8,7,정우람,이승현
20180912,넥센,LG,4,5,오주원,신정락
20180912,두산,롯데,13,9,후랭코프,노경은
20180912,KT,SK,3,8,금민철,문승원
20180912,KIA,NC,4,5,윤석민,이민호
20180912,한화,삼성,7,3,임준섭,윤성환
20180913,SK,한화,2,1,박종훈,장민재
20180913,LG,삼성,6,5,임찬규,보니야
20180913,KT,두산,3,10,김민,이용찬
20180914,넥센,NC,3,7,신재영,베렛
20180914,SK,한화,7,5,김광현,김성훈
20180914,LG,삼성,1,6,소사,양창섭
20180914,KT,두산,2,7,김태오,이영하
20180914,KIA,롯데,9,5,임기준,구승민
20180915,넥센,롯데,6,5,이보근,손승락
20180915,삼성,KT,7,5,백정현,피어밴드
20180915,SK,KIA,2,4,김택형,양현종
20180915,NC,두산,13,7,구창모,허준혁
20180915,LG,한화,12,4,차우찬,김범수
20180916,넥센,롯데,2,0,브리검,레일리
20180916,삼성,KT,2,4,아델만,니퍼트
20180916,SK,KIA,6,7,박희수,황인준
20180916,NC,두산,1,5,이재학,유희관
20180916,LG,한화,1,5,김대현,헤일
20180918,SK,KT,5,9,김택형,주권
20180918,두산,넥센,7,10,김승회,이보근
20180918,롯데,LG,4,1,구승민,고우석
20180918,KIA,삼성,18,3,임창용,보니야
20180918,한화,NC,3,10,윤규진,왕웨이중
20180919,SK,KT,18,8,박종훈,김민
20180919,두산,넥센,4,5,함덕주,신재영
20180919,롯데,LG,15,11,손승락,신정락
20180919,KIA,삼성,8,9,윤석민,우규민
20180919,한화,NC,7,4,김범수,강윤구
20180920,삼성,넥센,2,3,양창섭,안우진
20180920,두산,LG,9,3,이영하,소사
20180920,NC,KIA,6,7,강윤구,황인준
20180920,KT,롯데,10,11,김태오,김원중
20180920,한화,SK,8,2,장민재,김광현
20180921,삼성,넥센,10,3,백정현,해커
20180921,두산,LG,10,3,린드블럼,차우찬
20180921,NC,KIA,4,6,원종현,팻딘
20180921,한화,SK,4,5,권혁,정영일
20180922,SK,넥센,2,8,산체스,브리검
20180922,두산,NC,13,10,함덕주,이민호
20180922,롯데,삼성,5,2,레일리,장필준
20180922,KT,LG,6,1,피어밴드,김대현
20180922,KIA,한화,11,5,헥터,헤일
20180923,SK,넥센,0,4,문승원,한현희
20180923,두산,NC,3,4,박신지,박진우
20180923,롯데,삼성,2,5,구승민,우규민
20180923,KT,LG,4,5,김재윤,신정락
20180923,KIA,한화,6,8,김윤동,송은범
20180925,넥센,두산,2,13,이승호,이용찬
20180925,삼성,한화,8,1,최채흥,김재영
20180925,NC,롯데,7,8,강윤구,윤성빈
20180925,LG,SK,7,16,신정락,김택형
20180925,KIA,KT,9,7,한승혁,금민철
20180926,넥센,두산,8,9,이보근,박신지
20180926,삼성,한화,4,8,양창섭,송은범
20180926,NC,롯데,7,10,김건태,김원중
20180926,LG,SK,2,5,신정락,김태훈
20180926,KIA,KT,2,9,임기영,김민
20180927,두산,한화,6,9,유희관,권혁
20180927,NC,SK,4,11,이재학,켈리
20180927,롯데,넥센,8,6,윤길현,양현
20180927,KT,삼성,6,7,엄상백,장필준
20180927,KIA,LG,1,9,양현종,차우찬
20180928,두산,한화,4,5,유재유,송은범
20180928,NC,SK,2,6,구창모,김태훈
20180928,롯데,넥센,8,9,레일리,브리검
20180928,KT,삼성,5,5,,
20180928,KIA,LG,6,2,임기준,신정락
20180929,SK,삼성,3,9,박정배,보니야
20180929,NC,넥센,5,6,원종현,김상수
20180929,롯데,KT,8,3,노경은,니퍼트
